subset,algorithm,original_width,original_depth,original_gates,ibmq7_width,ibmq7_depth,ibmq7_gates,ibmq16_width,ibmq16_depth,ibmq16_gates,ibmq27_width,ibmq27_depth,ibmq27_gates,ibmq127_width,ibmq127_depth,ibmq127_gates,arrival_time
60,random,44,559,"{'cx': 1170, 'u2': 576, 'cu1': 540, 'h': 325, 'u1': 299, 'u3': 222, 'ry': 206, 'rx': 100, 'ccx': 89, 'rzz': 84, 'cu3': 79, 's': 68, 'rz': 63, 'ch': 53, 'cry': 50, 'tdg': 50, 't': 49, 'crz': 49, 'cy': 47, 'measure': 44, 'cz': 40, 'crx': 39, 'sx': 37, 'rxx': 37, 'x': 37, 'p': 36, 'cp': 36, 'swap': 33, 'cswap': 30, 'sdg': 19, 'y': 17, 'z': 17, 'u': 11, 'sxdg': 8, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,7186,"{'cx': 21584, 'rz': 8551, 'sx': 3953, 'x': 336, 'measure': 44, 'barrier': 1}",3602.9215629223227
60,su2random,47,190,"{'cx': 3243, 'u3': 188, 'measure': 47, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1630,"{'cx': 9514, 'rz': 3301, 'sx': 2091, 'x': 210, 'measure': 47, 'barrier': 1}",3603.4189067007687
60,realamprandom,34,138,"{'cx': 1683, 'ry': 136, 'measure': 34, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1139,"{'cx': 5084, 'rz': 2759, 'sx': 1702, 'x': 162, 'measure': 34, 'barrier': 1}",3603.4243111002397
60,qftentangled,19,41,"{'cp': 171, 'h': 20, 'measure': 19, 'cx': 18, 'swap': 9, 'barrier': 1}",-1,-1,{},-1,-1,{},27,362,"{'cx': 933, 'rz': 530, 'sx': 28, 'measure': 19, 'x': 2, 'barrier': 1}",127,369,"{'cx': 903, 'rz': 604, 'sx': 92, 'measure': 19, 'x': 16, 'barrier': 1}",3604.542718804831
60,qpeinexact,21,62,"{'cp': 210, 'h': 40, 'measure': 20, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,746,"{'cx': 1141, 'rz': 923, 'sx': 323, 'x': 28, 'measure': 20, 'barrier': 1}",127,764,"{'cx': 1212, 'rz': 763, 'sx': 174, 'x': 28, 'measure': 20, 'barrier': 1}",3605.580051172819
60,twolocalrandom,4,18,"{'cx': 18, 'ry': 16, 'measure': 4, 'barrier': 1}",7,65,"{'rz': 35, 'sx': 35, 'cx': 32, 'measure': 4, 'x': 1, 'barrier': 1}",16,54,"{'sx': 32, 'rz': 30, 'cx': 30, 'measure': 4, 'barrier': 1}",27,60,"{'sx': 32, 'cx': 32, 'rz': 30, 'measure': 4, 'barrier': 1}",127,60,"{'sx': 32, 'cx': 32, 'rz': 30, 'measure': 4, 'barrier': 1}",3607.105604849919
60,ae,18,102,"{'cp': 136, 'cx': 34, 'u': 18, 'measure': 18, 'u2': 17, 'u3': 17, 'h': 17, 'barrier': 1}",-1,-1,{},-1,-1,{},27,606,"{'cx': 676, 'rz': 629, 'sx': 230, 'x': 27, 'measure': 18, 'barrier': 1}",127,564,"{'cx': 648, 'rz': 638, 'sx': 233, 'x': 22, 'measure': 18, 'barrier': 1}",3607.6364223573487
60,dj,7,9,"{'u2': 9, 'cx': 6, 'measure': 6, 'h': 4, 'barrier': 1}",7,16,"{'rz': 21, 'sx': 13, 'cx': 10, 'measure': 6, 'barrier': 1}",16,23,"{'rz': 22, 'sx': 13, 'cx': 13, 'measure': 6, 'barrier': 1}",27,24,"{'rz': 23, 'sx': 13, 'cx': 13, 'measure': 6, 'barrier': 1}",127,22,"{'rz': 21, 'cx': 15, 'sx': 13, 'measure': 6, 'barrier': 1}",3608.3460497566534
60,qpeexact,9,24,"{'cp': 35, 'h': 16, 'measure': 8, 'swap': 4, 'x': 1, 'barrier': 1}",-1,-1,{},16,185,"{'cx': 167, 'rz': 137, 'sx': 36, 'measure': 8, 'x': 5, 'barrier': 1}",27,207,"{'rz': 157, 'cx': 157, 'sx': 54, 'x': 11, 'measure': 8, 'barrier': 1}",127,204,"{'rz': 157, 'cx': 157, 'sx': 53, 'x': 9, 'measure': 8, 'barrier': 1}",3608.8929330451283
60,qpeinexact,7,20,"{'cp': 21, 'h': 12, 'measure': 6, 'swap': 3, 'x': 1, 'barrier': 1}",7,130,"{'cx': 103, 'rz': 78, 'sx': 16, 'measure': 6, 'x': 2, 'barrier': 1}",16,131,"{'rz': 95, 'cx': 89, 'sx': 29, 'measure': 6, 'x': 5, 'barrier': 1}",27,131,"{'rz': 93, 'cx': 89, 'sx': 29, 'x': 6, 'measure': 6, 'barrier': 1}",127,131,"{'rz': 95, 'cx': 89, 'sx': 29, 'measure': 6, 'x': 5, 'barrier': 1}",3610.5048357139517
60,qft,25,51,"{'cp': 300, 'h': 25, 'measure': 25, 'swap': 12, 'barrier': 1}",-1,-1,{},-1,-1,{},27,740,"{'cx': 1469, 'rz': 1129, 'sx': 343, 'x': 61, 'measure': 25, 'barrier': 1}",127,449,"{'cx': 1401, 'rz': 1071, 'sx': 309, 'x': 26, 'measure': 25, 'barrier': 1}",3612.214984387948
60,qpeinexact,29,86,"{'cp': 406, 'h': 56, 'measure': 28, 'swap': 14, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1148,"{'cx': 2213, 'rz': 1517, 'sx': 431, 'x': 72, 'measure': 28, 'barrier': 1}",3612.573550261626
60,dj,43,45,"{'u2': 43, 'h': 42, 'cx': 42, 'measure': 42, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,183,"{'rz': 160, 'cx': 143, 'sx': 88, 'measure': 42, 'x': 8, 'barrier': 1}",3614.030115782867
60,qpeexact,12,33,"{'cp': 65, 'h': 22, 'measure': 11, 'swap': 5, 'x': 1, 'barrier': 1}",-1,-1,{},16,326,"{'cx': 330, 'rz': 289, 'sx': 91, 'x': 14, 'measure': 11, 'barrier': 1}",27,330,"{'cx': 313, 'rz': 265, 'sx': 74, 'x': 11, 'measure': 11, 'barrier': 1}",127,330,"{'cx': 313, 'rz': 262, 'sx': 74, 'x': 11, 'measure': 11, 'barrier': 1}",3614.4396028929964
60,qftentangled,17,37,"{'cp': 136, 'h': 18, 'measure': 17, 'cx': 16, 'swap': 8, 'barrier': 1}",-1,-1,{},-1,-1,{},27,406,"{'cx': 674, 'rz': 568, 'sx': 200, 'x': 27, 'measure': 17, 'barrier': 1}",127,326,"{'cx': 741, 'rz': 470, 'sx': 66, 'measure': 17, 'x': 12, 'barrier': 1}",3615.496422976975
60,dj,20,22,"{'u2': 21, 'cx': 19, 'measure': 19, 'h': 18, 'barrier': 1}",-1,-1,{},-1,-1,{},27,81,"{'rz': 79, 'cx': 45, 'sx': 42, 'measure': 19, 'x': 3, 'barrier': 1}",127,75,"{'rz': 72, 'cx': 46, 'sx': 41, 'measure': 19, 'x': 2, 'barrier': 1}",3616.113537733321
60,realamprandom,3,14,"{'ry': 12, 'cx': 9, 'measure': 3, 'barrier': 1}",7,43,"{'rz': 26, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",16,42,"{'rz': 29, 'sx': 27, 'cx': 17, 'measure': 3, 'barrier': 1}",27,42,"{'rz': 28, 'sx': 25, 'cx': 17, 'measure': 3, 'x': 1, 'barrier': 1}",127,42,"{'rz': 29, 'sx': 27, 'cx': 17, 'measure': 3, 'barrier': 1}",3617.055652865206
60,random,39,472,"{'cx': 967, 'u2': 467, 'cu1': 400, 'h': 254, 'u1': 252, 'ry': 166, 'u3': 164, 'rx': 88, 'rzz': 69, 'ccx': 68, 'cu3': 67, 's': 51, 't': 47, 'tdg': 44, 'rz': 43, 'cz': 43, 'measure': 39, 'ch': 37, 'crz': 34, 'swap': 34, 'sx': 32, 'cp': 31, 'p': 29, 'cswap': 29, 'cry': 28, 'rxx': 28, 'cy': 28, 'x': 26, 'crx': 23, 'sxdg': 16, 'sdg': 15, 'z': 13, 'u': 12, 'y': 10, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,5498,"{'cx': 15963, 'rz': 6734, 'sx': 3137, 'x': 293, 'measure': 39, 'barrier': 1}",3619.9272877034928
60,qnn,32,315,"{'cx': 2015, 'p': 992, 'u2': 64, 'ry': 64, 'measure': 32, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,970,"{'cx': 4179, 'rz': 2984, 'sx': 1521, 'x': 57, 'measure': 32, 'barrier': 1}",3620.3134120370974
60,su2random,37,150,"{'cx': 1998, 'u3': 148, 'measure': 37, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1416,"{'cx': 5952, 'rz': 2254, 'sx': 1471, 'x': 146, 'measure': 37, 'barrier': 1}",3620.6713282281353
60,realamprandom,16,66,"{'cx': 360, 'ry': 64, 'measure': 16, 'barrier': 1}",-1,-1,{},16,543,"{'cx': 1207, 'rz': 368, 'sx': 270, 'measure': 16, 'x': 7, 'barrier': 1}",27,505,"{'cx': 1099, 'rz': 428, 'sx': 314, 'x': 24, 'measure': 16, 'barrier': 1}",127,574,"{'cx': 1218, 'rz': 430, 'sx': 314, 'x': 17, 'measure': 16, 'barrier': 1}",3621.3877422971127
60,ae,36,210,"{'cp': 595, 'cx': 70, 'u': 36, 'measure': 36, 'u2': 35, 'u3': 35, 'h': 35, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1368,"{'rz': 2691, 'cx': 2467, 'sx': 1143, 'x': 72, 'measure': 36, 'barrier': 1}",3622.5954603157293
60,ghz,39,40,"{'measure': 39, 'cx': 38, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,42,"{'measure': 39, 'cx': 38, 'rz': 2, 'sx': 1, 'barrier': 1}",3623.7037888093387
60,qpeexact,23,64,"{'cp': 251, 'h': 44, 'measure': 22, 'swap': 11, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,647,"{'cx': 1402, 'rz': 889, 'sx': 201, 'x': 22, 'measure': 22, 'barrier': 1}",127,637,"{'cx': 1380, 'rz': 983, 'sx': 292, 'x': 28, 'measure': 22, 'barrier': 1}",3623.7139995600855
60,twolocalrandom,40,162,"{'cx': 2340, 'ry': 160, 'measure': 40, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1416,"{'cx': 6702, 'rz': 2648, 'sx': 1615, 'x': 220, 'measure': 40, 'barrier': 1}",3623.7331535196768
60,su2random,42,170,"{'cx': 2583, 'u3': 168, 'measure': 42, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1901,"{'cx': 7742, 'rz': 4150, 'sx': 2602, 'x': 184, 'measure': 42, 'barrier': 1}",3624.0893402456854
60,su2random,12,50,"{'cx': 198, 'u3': 48, 'measure': 12, 'barrier': 1}",-1,-1,{},16,406,"{'cx': 673, 'rz': 247, 'sx': 197, 'measure': 12, 'x': 2, 'barrier': 1}",27,366,"{'cx': 635, 'rz': 179, 'sx': 152, 'measure': 12, 'x': 5, 'barrier': 1}",127,295,"{'cx': 505, 'rz': 318, 'sx': 236, 'x': 15, 'measure': 12, 'barrier': 1}",3626.9110542982035
60,ghz,2,3,"{'measure': 2, 'h': 1, 'cx': 1, 'barrier': 1}",7,5,"{'rz': 2, 'measure': 2, 'sx': 1, 'cx': 1, 'barrier': 1}",16,5,"{'rz': 2, 'measure': 2, 'sx': 1, 'cx': 1, 'barrier': 1}",27,5,"{'rz': 2, 'measure': 2, 'sx': 1, 'cx': 1, 'barrier': 1}",127,5,"{'rz': 2, 'measure': 2, 'sx': 1, 'cx': 1, 'barrier': 1}",3627.9046289360226
60,qpeexact,35,104,"{'cp': 595, 'h': 68, 'measure': 34, 'swap': 17, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1192,"{'cx': 2855, 'rz': 2400, 'sx': 888, 'x': 63, 'measure': 34, 'barrier': 1}",3628.3916435912774
60,qpeexact,27,80,"{'cp': 351, 'h': 52, 'measure': 26, 'swap': 13, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,965,"{'cx': 1880, 'rz': 1375, 'sx': 407, 'x': 40, 'measure': 26, 'barrier': 1}",127,827,"{'cx': 1813, 'rz': 1407, 'sx': 439, 'x': 42, 'measure': 26, 'barrier': 1}",3629.27431514113
60,realamprandom,14,58,"{'cx': 273, 'ry': 56, 'measure': 14, 'barrier': 1}",-1,-1,{},16,437,"{'cx': 896, 'rz': 324, 'sx': 237, 'measure': 14, 'x': 6, 'barrier': 1}",27,481,"{'cx': 934, 'rz': 293, 'sx': 228, 'x': 14, 'measure': 14, 'barrier': 1}",127,336,"{'cx': 819, 'rz': 382, 'sx': 281, 'x': 19, 'measure': 14, 'barrier': 1}",3629.714506647582
60,realamprandom,19,78,"{'cx': 513, 'ry': 76, 'measure': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},27,503,"{'cx': 1376, 'rz': 707, 'sx': 497, 'x': 41, 'measure': 19, 'barrier': 1}",127,503,"{'cx': 1330, 'rz': 689, 'sx': 474, 'x': 43, 'measure': 19, 'barrier': 1}",3630.003159723951
60,qnn,48,475,"{'cx': 4559, 'p': 2256, 'u2': 96, 'ry': 96, 'measure': 48, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1581,"{'cx': 9632, 'rz': 6393, 'sx': 3141, 'x': 120, 'measure': 48, 'barrier': 1}",3630.341199760779
60,dj,26,28,"{'h': 26, 'u2': 25, 'cx': 25, 'measure': 25, 'barrier': 1}",-1,-1,{},-1,-1,{},27,110,"{'rz': 102, 'cx': 72, 'sx': 55, 'measure': 25, 'x': 4, 'barrier': 1}",127,110,"{'rz': 95, 'cx': 76, 'sx': 53, 'measure': 25, 'x': 3, 'barrier': 1}",3632.2927216791522
60,realamprandom,40,162,"{'cx': 2340, 'ry': 160, 'measure': 40, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1409,"{'cx': 7169, 'rz': 2136, 'sx': 1395, 'x': 116, 'measure': 40, 'barrier': 1}",3632.896696978952
60,su2random,18,74,"{'cx': 459, 'u3': 72, 'measure': 18, 'barrier': 1}",-1,-1,{},-1,-1,{},27,379,"{'cx': 1121, 'rz': 412, 'sx': 310, 'measure': 18, 'x': 17, 'barrier': 1}",127,583,"{'cx': 1383, 'rz': 573, 'sx': 411, 'x': 40, 'measure': 18, 'barrier': 1}",3635.390346916276
60,realamprandom,36,146,"{'cx': 1890, 'ry': 144, 'measure': 36, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1324,"{'cx': 5956, 'rz': 1640, 'sx': 1115, 'x': 90, 'measure': 36, 'barrier': 1}",3642.9318621167345
60,twolocalrandom,19,78,"{'cx': 513, 'ry': 76, 'measure': 19, 'barrier': 1}",-1,-1,{},-1,-1,{},27,383,"{'cx': 1344, 'rz': 242, 'sx': 210, 'measure': 19, 'x': 6, 'barrier': 1}",127,724,"{'cx': 1638, 'rz': 563, 'sx': 420, 'x': 29, 'measure': 19, 'barrier': 1}",3643.634131537005
60,qpeexact,41,122,"{'cp': 820, 'h': 80, 'measure': 40, 'swap': 20, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1199,"{'cx': 3691, 'rz': 3161, 'sx': 1247, 'x': 104, 'measure': 40, 'barrier': 1}",3644.8441662221044
60,qpeexact,18,51,"{'cp': 152, 'h': 34, 'measure': 17, 'swap': 8, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,579,"{'cx': 861, 'rz': 579, 'sx': 142, 'x': 24, 'measure': 17, 'barrier': 1}",127,589,"{'cx': 868, 'rz': 583, 'sx': 134, 'x': 23, 'measure': 17, 'barrier': 1}",3644.890362874644
60,ghz,10,11,"{'measure': 10, 'cx': 9, 'h': 1, 'barrier': 1}",-1,-1,{},16,13,"{'measure': 10, 'cx': 9, 'rz': 2, 'sx': 1, 'barrier': 1}",27,13,"{'measure': 10, 'cx': 9, 'rz': 2, 'sx': 1, 'barrier': 1}",127,13,"{'measure': 10, 'cx': 9, 'rz': 2, 'sx': 1, 'barrier': 1}",3645.9137853691595
60,qpeexact,4,9,"{'h': 6, 'cp': 4, 'measure': 3, 'x': 1, 'swap': 1, 'barrier': 1}",7,33,"{'rz': 25, 'sx': 12, 'cx': 11, 'measure': 3, 'x': 2, 'barrier': 1}",16,28,"{'rz': 25, 'sx': 12, 'cx': 11, 'measure': 3, 'x': 1, 'barrier': 1}",27,32,"{'rz': 21, 'cx': 13, 'sx': 8, 'measure': 3, 'x': 1, 'barrier': 1}",127,32,"{'rz': 21, 'cx': 13, 'sx': 8, 'measure': 3, 'x': 1, 'barrier': 1}",3646.1595386745926
60,ae,45,264,"{'cp': 946, 'cx': 88, 'u': 45, 'measure': 45, 'u2': 44, 'u3': 44, 'h': 44, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1956,"{'cx': 4325, 'rz': 3252, 'sx': 1034, 'x': 87, 'measure': 45, 'barrier': 1}",3646.508464859964
60,dj,30,32,"{'h': 30, 'u2': 29, 'cx': 29, 'measure': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,135,"{'rz': 115, 'cx': 102, 'sx': 64, 'measure': 29, 'x': 5, 'barrier': 1}",3647.4342361217005
60,qftentangled,11,25,"{'cp': 55, 'h': 12, 'measure': 11, 'cx': 10, 'swap': 5, 'barrier': 1}",-1,-1,{},16,259,"{'cx': 290, 'rz': 204, 'sx': 60, 'measure': 11, 'x': 7, 'barrier': 1}",27,272,"{'cx': 275, 'rz': 242, 'sx': 92, 'x': 16, 'measure': 11, 'barrier': 1}",127,235,"{'cx': 271, 'rz': 240, 'sx': 84, 'x': 14, 'measure': 11, 'barrier': 1}",3649.267095395867
60,twolocalrandom,9,38,"{'cx': 108, 'ry': 36, 'measure': 9, 'barrier': 1}",-1,-1,{},16,207,"{'cx': 278, 'rz': 139, 'sx': 113, 'measure': 9, 'x': 4, 'barrier': 1}",27,252,"{'cx': 284, 'rz': 191, 'sx': 150, 'measure': 9, 'x': 8, 'barrier': 1}",127,247,"{'cx': 297, 'rz': 156, 'sx': 125, 'measure': 9, 'x': 7, 'barrier': 1}",3649.964307785155
60,random,2,12,"{'cx': 4, 'rx': 3, 'u2': 3, 'ry': 2, 'measure': 2, 'rzz': 1, 'rz': 1, 'u3': 1, 'u1': 1, 'barrier': 1}",7,13,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",16,14,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",27,13,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",127,14,"{'rz': 10, 'sx': 7, 'cx': 2, 'measure': 2, 'barrier': 1}",3650.4043130830823
60,ae,22,126,"{'cp': 210, 'cx': 42, 'u': 22, 'measure': 22, 'u2': 21, 'u3': 21, 'h': 21, 'barrier': 1}",-1,-1,{},-1,-1,{},27,777,"{'rz': 1043, 'cx': 983, 'sx': 438, 'x': 42, 'measure': 22, 'barrier': 1}",127,767,"{'cx': 1062, 'rz': 897, 'sx': 276, 'x': 24, 'measure': 22, 'barrier': 1}",3654.7715377578725
60,twolocalrandom,49,198,"{'cx': 3528, 'ry': 196, 'measure': 49, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,2055,"{'cx': 10459, 'rz': 3840, 'sx': 2473, 'x': 246, 'measure': 49, 'barrier': 1}",3654.982888136119
60,dj,32,34,"{'h': 34, 'cx': 31, 'measure': 31, 'u2': 29, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,136,"{'rz': 119, 'cx': 99, 'sx': 65, 'measure': 31, 'x': 10, 'barrier': 1}",3656.4825992796386
60,qnn,46,455,"{'cx': 4185, 'p': 2070, 'u2': 92, 'ry': 92, 'measure': 46, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1579,"{'cx': 8129, 'rz': 7746, 'sx': 4315, 'x': 205, 'measure': 46, 'barrier': 1}",3656.7674124549226
60,realamprandom,39,158,"{'cx': 2223, 'ry': 156, 'measure': 39, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1475,"{'cx': 6155, 'rz': 2613, 'sx': 1619, 'x': 163, 'measure': 39, 'barrier': 1}",3657.146728532375
60,ghz,38,39,"{'measure': 38, 'cx': 37, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,41,"{'measure': 38, 'cx': 37, 'rz': 2, 'sx': 1, 'barrier': 1}",3657.2309412610784
60,random,24,295,"{'cx': 368, 'u2': 181, 'cu1': 158, 'u1': 89, 'h': 85, 'u3': 72, 'ry': 71, 'rx': 40, 'ccx': 24, 'measure': 24, 'rzz': 23, 'cu3': 20, 'cswap': 18, 'cry': 17, 's': 16, 'tdg': 16, 'rz': 16, 'cy': 16, 't': 15, 'ch': 15, 'x': 14, 'cz': 14, 'crx': 13, 'cp': 13, 'crz': 11, 'sx': 9, 'swap': 8, 'rxx': 8, 'z': 7, 'p': 6, 'u': 4, 'sxdg': 4, 'sdg': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,2419,"{'cx': 4739, 'rz': 2584, 'sx': 1180, 'x': 108, 'measure': 24, 'barrier': 1}",127,2400,"{'cx': 4599, 'rz': 2697, 'sx': 1301, 'x': 119, 'measure': 24, 'barrier': 1}",3657.8182628130867
60,ae,21,120,"{'cp': 190, 'cx': 40, 'u': 21, 'measure': 21, 'u2': 20, 'u3': 20, 'h': 20, 'barrier': 1}",-1,-1,{},-1,-1,{},27,738,"{'cx': 977, 'rz': 811, 'sx': 265, 'x': 26, 'measure': 21, 'barrier': 1}",127,664,"{'rz': 893, 'cx': 883, 'sx': 333, 'x': 31, 'measure': 21, 'barrier': 1}",3658.6213223505188
60,random,7,41,"{'cx': 28, 'u2': 19, 'ry': 8, 'measure': 7, 'u1': 6, 'u3': 6, 'h': 5, 'tdg': 4, 'x': 4, 'cu1': 3, 'cu3': 3, 'rx': 3, 't': 2, 'p': 2, 'ch': 2, 'rzz': 2, 's': 2, 'crx': 1, 'crz': 1, 'z': 1, 'cswap': 1, 'cy': 1, 'sx': 1, 'rz': 1, 'ccx': 1, 'rxx': 1, 'cry': 1, 'barrier': 1}",7,206,"{'rz': 156, 'cx': 140, 'sx': 90, 'x': 7, 'measure': 7, 'barrier': 1}",16,177,"{'rz': 164, 'cx': 132, 'sx': 95, 'x': 10, 'measure': 7, 'barrier': 1}",27,194,"{'rz': 154, 'cx': 137, 'sx': 90, 'x': 9, 'measure': 7, 'barrier': 1}",127,194,"{'rz': 154, 'cx': 137, 'sx': 90, 'x': 9, 'measure': 7, 'barrier': 1}",3659.0146371909277
61,dj,23,25,"{'u2': 23, 'h': 22, 'cx': 22, 'measure': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,103,"{'rz': 86, 'cx': 78, 'sx': 47, 'measure': 22, 'x': 7, 'barrier': 1}",127,93,"{'rz': 86, 'cx': 62, 'sx': 49, 'measure': 22, 'x': 4, 'barrier': 1}",3660.6892102146153
61,ghz,47,48,"{'measure': 47, 'cx': 46, 'h': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,50,"{'measure': 47, 'cx': 46, 'rz': 2, 'sx': 1, 'barrier': 1}",3661.2290851416687
61,qpeexact,37,110,"{'cp': 666, 'h': 72, 'measure': 36, 'swap': 18, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1323,"{'cx': 3364, 'rz': 2610, 'sx': 849, 'x': 112, 'measure': 36, 'barrier': 1}",3664.3452248994327
61,qpeinexact,22,65,"{'cp': 231, 'h': 42, 'measure': 21, 'swap': 10, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},27,839,"{'cx': 1273, 'rz': 907, 'sx': 249, 'x': 33, 'measure': 21, 'barrier': 1}",127,787,"{'cx': 1289, 'rz': 982, 'sx': 285, 'x': 43, 'measure': 21, 'barrier': 1}",3664.41143653373
61,ae,23,132,"{'cp': 231, 'cx': 44, 'u': 23, 'measure': 23, 'u2': 22, 'u3': 22, 'h': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},27,840,"{'cx': 1094, 'rz': 1041, 'sx': 391, 'x': 25, 'measure': 23, 'barrier': 1}",127,799,"{'cx': 1156, 'rz': 937, 'sx': 296, 'x': 31, 'measure': 23, 'barrier': 1}",3664.6785960736397
61,qnn,41,405,"{'cx': 3320, 'p': 1640, 'u2': 82, 'ry': 82, 'measure': 41, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1362,"{'rz': 6855, 'cx': 6133, 'sx': 3893, 'x': 247, 'measure': 41, 'barrier': 1}",3665.047247165417
61,qft,7,15,"{'cp': 21, 'h': 7, 'measure': 7, 'swap': 3, 'barrier': 1}",7,112,"{'cx': 93, 'rz': 75, 'sx': 19, 'measure': 7, 'x': 3, 'barrier': 1}",16,102,"{'cx': 98, 'rz': 72, 'sx': 15, 'measure': 7, 'x': 4, 'barrier': 1}",27,103,"{'cx': 98, 'rz': 74, 'sx': 15, 'measure': 7, 'x': 3, 'barrier': 1}",127,112,"{'cx': 93, 'rz': 75, 'sx': 19, 'measure': 7, 'x': 3, 'barrier': 1}",3666.706719939041
61,qpeinexact,29,86,"{'cp': 406, 'h': 56, 'measure': 28, 'swap': 14, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1148,"{'cx': 2213, 'rz': 1517, 'sx': 431, 'x': 72, 'measure': 28, 'barrier': 1}",3670.1917908340156
61,dj,18,20,"{'u2': 21, 'cx': 17, 'measure': 17, 'h': 14, 'barrier': 1}",-1,-1,{},-1,-1,{},27,69,"{'rz': 66, 'cx': 47, 'sx': 37, 'measure': 17, 'x': 2, 'barrier': 1}",127,74,"{'rz': 68, 'cx': 44, 'sx': 39, 'measure': 17, 'x': 2, 'barrier': 1}",3672.739016826033
61,realamprandom,32,130,"{'cx': 1488, 'ry': 128, 'measure': 32, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1169,"{'cx': 4307, 'rz': 2020, 'sx': 1272, 'x': 115, 'measure': 32, 'barrier': 1}",3672.8471149359802
61,qpeinexact,15,44,"{'cp': 105, 'h': 28, 'measure': 14, 'swap': 7, 'x': 1, 'barrier': 1}",-1,-1,{},16,409,"{'cx': 603, 'rz': 418, 'sx': 110, 'x': 18, 'measure': 14, 'barrier': 1}",27,471,"{'cx': 559, 'rz': 411, 'sx': 111, 'measure': 14, 'x': 13, 'barrier': 1}",127,464,"{'cx': 572, 'rz': 367, 'sx': 71, 'measure': 14, 'x': 9, 'barrier': 1}",3672.9218166956175
61,qft,44,89,"{'cp': 946, 'h': 44, 'measure': 44, 'swap': 22, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,1102,"{'cx': 4018, 'rz': 3424, 'sx': 1248, 'x': 149, 'measure': 44, 'barrier': 1}",3672.971943752608
61,dj,36,38,"{'h': 40, 'cx': 35, 'measure': 35, 'u2': 31, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},127,163,"{'rz': 141, 'cx': 123, 'sx': 78, 'measure': 35, 'x': 7, 'barrier': 1}",3673.574565453874
